1		0.367879		0.0183156		0.00012341		1.12535e-07		1.38879e-11		2.31952e-16		5.24289e-22		1.60381e-28		6.63968e-36		3.78351e-44		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
0.367879		1		0.367879		0.0183156		0.00012341		1.12535e-07		1.38879e-11		2.31952e-16		5.24289e-22		1.60381e-28		6.63968e-36		3.78351e-44		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
0.0183156		0.367879		1		0.367879		0.0183156		0.00012341		1.12535e-07		1.38879e-11		2.31952e-16		5.24289e-22		1.60381e-28		6.63968e-36		3.78351e-44		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
0.00012341		0.0183156		0.367879		1		0.367879		0.0183156		0.00012341		1.12535e-07		1.38879e-11		2.31952e-16		5.24289e-22		1.60381e-28		6.63968e-36		3.78351e-44		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
1.12535e-07		0.00012341		0.0183156		0.367879		1		0.367879		0.0183156		0.00012341		1.12535e-07		1.38879e-11		2.31952e-16		5.24289e-22		1.60381e-28		6.63968e-36		3.78351e-44		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
1.38879e-11		1.12535e-07		0.00012341		0.0183156		0.367879		1		0.367879		0.0183156		0.00012341		1.12535e-07		1.38879e-11		2.31952e-16		5.24289e-22		1.60381e-28		6.63968e-36		3.78351e-44		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
2.31952e-16		1.38879e-11		1.12535e-07		0.00012341		0.0183156		0.367879		1		0.367879		0.0183156		0.00012341		1.12535e-07		1.38879e-11		2.31952e-16		5.24289e-22		1.60381e-28		6.63968e-36		3.78351e-44		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
5.24289e-22		2.31952e-16		1.38879e-11		1.12535e-07		0.00012341		0.0183156		0.367879		1		0.367879		0.0183156		0.00012341		1.12535e-07		1.38879e-11		2.31952e-16		5.24289e-22		1.60381e-28		6.63968e-36		3.78351e-44		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
1.60381e-28		5.24289e-22		2.31952e-16		1.38879e-11		1.12535e-07		0.00012341		0.0183156		0.367879		1		0.367879		0.0183156		0.00012341		1.12535e-07		1.38879e-11		2.31952e-16		5.24289e-22		1.60381e-28		6.63968e-36		3.78351e-44		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
6.63968e-36		1.60381e-28		5.24289e-22		2.31952e-16		1.38879e-11		1.12535e-07		0.00012341		0.0183156		0.367879		1		0.367879		0.0183156		0.00012341		1.12535e-07		1.38879e-11		2.31952e-16		5.24289e-22		1.60381e-28		6.63968e-36		3.78351e-44		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
3.78351e-44		6.63968e-36		1.60381e-28		5.24289e-22		2.31952e-16		1.38879e-11		1.12535e-07		0.00012341		0.0183156		0.367879		1		0.367879		0.0183156		0.00012341		1.12535e-07		1.38879e-11		2.31952e-16		5.24289e-22		1.60381e-28		6.63968e-36		3.78351e-44		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
0		3.78351e-44		6.63968e-36		1.60381e-28		5.24289e-22		2.31952e-16		1.38879e-11		1.12535e-07		0.00012341		0.0183156		0.367879		1		0.367879		0.0183156		0.00012341		1.12535e-07		1.38879e-11		2.31952e-16		5.24289e-22		1.60381e-28		6.63968e-36		3.78351e-44		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
0		0		3.78351e-44		6.63968e-36		1.60381e-28		5.24289e-22		2.31952e-16		1.38879e-11		1.12535e-07		0.00012341		0.0183156		0.367879		1		0.367879		0.0183156		0.00012341		1.12535e-07		1.38879e-11		2.31952e-16		5.24289e-22		1.60381e-28		6.63968e-36		3.78351e-44		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
