0,0,0,0,0,0,0,0,0,0,0,0,0.2267,0.8,0.043187,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.032358,0.78533,0.25731,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.51504,0.5989,0.014427,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.26208,0.8,0.1009,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.094596,0.79371,0.27381,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.012584,0.58002,0.53314,2.0616e-06,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23586,0.8,0.034962,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033665,0.79485,0.22874,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52561,0.54934,0.011311,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27107,0.7595,0.079112,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10083,0.8,0.21468,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014888,0.67084,0.41801,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0411e-07,0.4116,0.65734,0.011393,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19183,0.79654,0.082355,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055995,0.8,0.22562,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033095,0.66939,0.43949,0.00043042
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47378,0.65482,0.020126
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3073,0.77732,0.084843
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17686,0.8,0.19644
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082451,0.72288,0.35492
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024085,0.54594,0.56027
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014281,0.27237,0.81012
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040829,1
