0.8,0.15646,0.003456,0,0,0,0,0,0,0,0,0
0.57937,0.4699,0.030211,0,0,0,0,0,0,0,0,0
0.354,0.68249,0.087335,0,0,0,0,0,0,0,0,0
0.18415,0.79253,0.17484,0,0,0,0,0,0,0,0,0
0.069821,0.8,0.29271,0,0,0,0,0,0,0,0,0
0.011002,0.70491,0.44097,0,0,0,0,0,0,0,0,0
1.9489e-06,0.5262,0.60709,0.004086,0,0,0,0,0,0,0,0
0,0.35439,0.73124,0.031803,0,0,0,0,0,0,0,0
0,0.21654,0.79554,0.088988,0,0,0,0,0,0,0,0
0,0.11264,0.8,0.17564,0,0,0,0,0,0,0,0
0,0.042708,0.74461,0.29177,0,0,0,0,0,0,0,0
0,0.00673,0.62938,0.43736,0,0,0,0,0,0,0,0
0,1.1921e-06,0.46668,0.60046,0.0039093,0,0,0,0,0,0,0
0,0,0.31577,0.72381,0.030428,0,0,0,0,0,0,0
0,0,0.19433,0.79033,0.085141,0,0,0,0,0,0,0
0,0,0.10237,0.8,0.16805,0,0,0,0,0,0,0
0,0,0.039887,0.75283,0.27915,0,0,0,0,0,0,0
0,0,0.006885,0.64883,0.41845,0,0,0,0,0,0,0
0,0,8.3841e-06,0.49731,0.5769,0.0028561,0,0,0,0,0,0
0,0,0,0.35185,0.70256,0.024967,0,0,0,0,0,0
0,0,0,0.23155,0.77694,0.072175,0,0,0,0,0,0
0,0,0,0.13641,0.8,0.14449,0,0,0,0,0,0
0,0,0,0.066446,0.77175,0.2419,0,0,0,0,0,0
0,0,0,0.021653,0.6922,0.36442,0,0,0,0,0,0
0,0,0,0.001987,0.56144,0.51193,5.3031e-05,0,0,0,0,0
0,0,0,0,0.40295,0.6603,0.0088409,0,0,0,0,0
0,0,0,0,0.26653,0.75842,0.044606,0,0,0,0,0
0,0,0,0,0.1583,0.8,0.10965,0,0,0,0,0
0,0,0,0,0.078269,0.78503,0.20397,0,0,0,0,0
0,0,0,0,0.026432,0.71352,0.32758,0,0,0,0,0
0,0,0,0,0.0027703,0.58555,0.48037,2.0879e-05,0,0,0,0
0,0,0,0,0,0.42329,0.63961,0.0078717,0,0,0,0
0,0,0,0,0,0.28143,0.74908,0.043034,0,0,0,0
0,0,0,0,0,0.16852,0.8,0.1085,0,0,0,0
0,0,0,0,0,0.084562,0.79236,0.20426,0,0,0,0
0,0,0,0,0,0.029562,0.72616,0.33032,0,0,0,0
0,0,0,0,0,0.0035122,0.60141,0.48666,5.744e-06,0,0,0
0,0,0,0,0,0,0.43757,0.65145,0.0075364,0,0,0
0,0,0,0,0,0,0.29236,0.75988,0.044901,0,0,0
0,0,0,0,0,0,0.17643,0.8,0.11622,0,0,0
0,0,0,0,0,0,0.089778,0.7718,0.22149,0,0,0
0,0,0,0,0,0,0.032405,0.67529,0.36071,0,0,0
0,0,0,0,0,0,0.0043107,0.51047,0.53389,7.1444e-07,0,0
0,0,0,0,0,0,0,0.30217,0.71318,0.012116,0,0
0,0,0,0,0,0,0,0.13838,0.8,0.079268,0,0
0,0,0,0,0,0,0,0.038583,0.77251,0.21096,0,0
0,0,0,0,0,0,0,0.001868,0.63282,0.40528,0.00045691,0
0,0,0,0,0,0,0,0,0.44635,0.60331,0.015522,0
0,0,0,0,0,0,0,0,0.28951,0.73618,0.061724,0
0,0,0,0,0,0,0,0,0.16662,0.8,0.14,0
0,0,0,0,0,0,0,0,0.077677,0.79477,0.25035,0
0,0,0,0,0,0,0,0,0.022691,0.7205,0.39277,0
0,0,0,0,0,0,0,0,0.0013454,0.57809,0.56619,0.00043042
0,0,0,0,0,0,0,0,0,0.40776,0.72343,0.020126
0,0,0,0,0,0,0,0,0,0.26447,0.8,0.084843
0,0,0,0,0,0,0,0,0,0.15221,0.79123,0.19644
0,0,0,0,0,0,0,0,0,0.070961,0.69714,0.35492
0,0,0,0,0,0,0,0,0,0.020729,0.51771,0.56027
0,0,0,0,0,0,0,0,0,0.0012291,0.25585,0.81012
0,0,0,0,0,0,0,0,0,0,0.038303,1
