1,0.882497,0.606531,0.324652,0.135335,0.0439369,0.011109,0.00218749,0.000335463,4.00653e-05,3.72665e-06,2.69958e-07,
0.882497,1,0.882497,0.606531,0.324652,0.135335,0.0439369,0.011109,0.00218749,0.000335463,4.00653e-05,3.72665e-06,
0.606531,0.882497,1,0.882497,0.606531,0.324652,0.135335,0.0439369,0.011109,0.00218749,0.000335463,4.00653e-05,
0.324652,0.606531,0.882497,1,0.882497,0.606531,0.324652,0.135335,0.0439369,0.011109,0.00218749,0.000335463,
0.135335,0.324652,0.606531,0.882497,1,0.882497,0.606531,0.324652,0.135335,0.0439369,0.011109,0.00218749,
0.0439369,0.135335,0.324652,0.606531,0.882497,1,0.882497,0.606531,0.324652,0.135335,0.0439369,0.011109,
0.011109,0.0439369,0.135335,0.324652,0.606531,0.882497,1,0.882497,0.606531,0.324652,0.135335,0.0439369,
0.00218749,0.011109,0.0439369,0.135335,0.324652,0.606531,0.882497,1,0.882497,0.606531,0.324652,0.135335,
0.000335463,0.00218749,0.011109,0.0439369,0.135335,0.324652,0.606531,0.882497,1,0.882497,0.606531,0.324652,
4.00653e-05,0.000335463,0.00218749,0.011109,0.0439369,0.135335,0.324652,0.606531,0.882497,1,0.882497,0.606531,
3.72665e-06,4.00653e-05,0.000335463,0.00218749,0.011109,0.0439369,0.135335,0.324652,0.606531,0.882497,1,0.882497,
2.69958e-07,3.72665e-06,4.00653e-05,0.000335463,0.00218749,0.011109,0.0439369,0.135335,0.324652,0.606531,0.882497,1,
