0.015917,0,0,0,0,0,0,0,0
0.11132,0,0,0,0,0,0,0,0
0.30181,5.7489e-05,0,0,0,0,0,0,0
0.53542,0.0093738,0,0,0,0,0,0,0
0.70308,0.047176,0,0,0,0,0,0,0
0.79127,0.11587,0,0,0,0,0,0,0
0.8,0.21547,0,0,0,0,0,0,0
0.72926,0.34596,0,0,0,0,0,0,0
0.58432,0.50353,0.00094382,0,0,0,0,0,0
0.42538,0.64469,0.01377,0,0,0,0,0,0
0.29119,0.7414,0.045521,0,0,0,0,0,0
0.18243,0.79317,0.096313,0,0,0,0,0,0
0.099105,0.8,0.16615,0,0,0,0,0,0
0.041205,0.76189,0.25502,0,0,0,0,0,0
0.0087344,0.67884,0.36293,0,0,0,0,0,0
9.0022e-05,0.55469,0.48712,0.00063826,0,0,0,0,0
0,0.42665,0.60071,0.0079898,0,0,0,0,0
0,0.31526,0.68888,0.025418,0,0,0,0,0
0,0.22072,0.75148,0.052957,0,0,0,0,0
0,0.14303,0.78852,0.090609,0,0,0,0,0
0,0.082193,0.8,0.13837,0,0,0,0,0
0,0.038211,0.78591,0.19625,0,0,0,0,0
0,0.011081,0.74626,0.26424,0,0,0,0,0
0,0.00063701,0.68136,0.34213,2.8143e-05,0,0,0,0
0,0,0.60363,0.42261,0.0012495,0,0,0,0
0,0,0.52956,0.4959,0.0052202,0,0,0,0
0,0,0.46034,0.56129,0.012048,0,0,0,0
0,0,0.39597,0.61877,0.021734,0,0,0,0
0,0,0.33644,0.66836,0.034278,0,0,0,0
0,0,0.28177,0.71005,0.049679,0,0,0,0
0,0,0.23194,0.74384,0.067937,0,0,0,0
0,0,0.18696,0.76973,0.089054,0,0,0,0
0,0,0.14683,0.78772,0.11303,0,0,0,0
0,0,0.11155,0.79781,0.13986,0,0,0,0
0,0,0.081111,0.8,0.16955,0,0,0,0
0,0,0.055525,0.79429,0.20209,0,0,0,0
0,0,0.034788,0.78068,0.2375,0,0,0,0
0,0,0.018899,0.75917,0.27576,0,0,0,0
0,0,0.0078584,0.72976,0.31688,0,0,0,0
0,0,0.0016662,0.69245,0.36086,0,0,0,0
0,0,1.7206e-05,0.64782,0.40736,7.1997e-05,0,0,0
0,0,0,0.60168,0.45294,0.00090127,0,0,0
0,0,0,0.55722,0.49572,0.0028672,0,0,0
0,0,0,0.51447,0.53569,0.0059737,0,0,0
0,0,0,0.47343,0.57284,0.010221,0,0,0
0,0,0,0.43409,0.60719,0.015609,0,0,0
0,0,0,0.39645,0.63872,0.022137,0,0,0
0,0,0,0.36053,0.66744,0.029806,0,0,0
0,0,0,0.32631,0.69335,0.038616,0,0,0
0,0,0,0.29379,0.71645,0.048566,0,0,0
0,0,0,0.26298,0.73673,0.059657,0,0,0
0,0,0,0.23388,0.75421,0.071889,0,0,0
0,0,0,0.20649,0.76887,0.085261,0,0,0
0,0,0,0.1808,0.78072,0.099774,0,0,0
0,0,0,0.15682,0.78976,0.11543,0,0,0
0,0,0,0.13454,0.79598,0.13222,0,0,0
0,0,0,0.11397,0.7994,0.15016,0,0,0
0,0,0,0.09511,0.8,0.16923,0,0,0
0,0,0,0.077954,0.79779,0.18945,0,0,0
0,0,0,0.062504,0.79277,0.21081,0,0,0
0,0,0,0.04876,0.78494,0.2333,0,0,0
0,0,0,0.036723,0.77429,0.25694,0,0,0
0,0,0,0.026392,0.76083,0.28172,0,0,0
0,0,0,0.017768,0.74456,0.30764,0,0,0
0,0,0,0.010849,0.72548,0.3347,0,0,0
0,0,0,0.0056376,0.70359,0.3629,0,0,0
0,0,0,0.0021322,0.67889,0.39224,0,0,0
0,0,0,0.00033322,0.65137,0.42272,0,0,0
0,0,0,4.5473e-08,0.62155,0.45398,7.883e-05,0,0
0,0,0,0,0.59176,0.48435,0.00060793,0,0
0,0,0,0,0.5627,0.51332,0.0016966,0,0
0,0,0,0,0.53437,0.5409,0.0033448,0,0
0,0,0,0,0.50678,0.56708,0.0055526,0,0
0,0,0,0,0.47991,0.59187,0.00832,0,0
0,0,0,0,0.45378,0.61527,0.011647,0,0
0,0,0,0,0.42838,0.63727,0.015534,0,0
0,0,0,0,0.40371,0.65788,0.01998,0,0
0,0,0,0,0.37978,0.67709,0.024985,0,0
0,0,0,0,0.35657,0.69491,0.030551,0,0
0,0,0,0,0.3341,0.71133,0.036676,0,0
0,0,0,0,0.31236,0.72637,0.04336,0,0
0,0,0,0,0.29134,0.74,0.050604,0,0
0,0,0,0,0.27107,0.75225,0.058408,0,0
0,0,0,0,0.25152,0.76309,0.066771,0,0
0,0,0,0,0.2327,0.77255,0.075694,0,0
0,0,0,0,0.21462,0.78061,0.085176,0,0
0,0,0,0,0.19726,0.78728,0.095218,0,0
0,0,0,0,0.18064,0.79255,0.10582,0,0
0,0,0,0,0.16475,0.79643,0.11698,0,0
0,0,0,0,0.14959,0.79891,0.1287,0,0
0,0,0,0,0.13517,0.8,0.14098,0,0
0,0,0,0,0.12147,0.7997,0.15382,0,0
0,0,0,0,0.10851,0.798,0.16722,0,0
0,0,0,0,0.096275,0.7949,0.18118,0,0
0,0,0,0,0.084774,0.79042,0.1957,0,0
0,0,0,0,0.074005,0.78454,0.21078,0,0
0,0,0,0,0.063967,0.77726,0.22641,0,0
0,0,0,0,0.054661,0.76859,0.24261,0,0
0,0,0,0,0.046087,0.75853,0.25937,0,0
0,0,0,0,0.038244,0.74707,0.27668,0,0
0,0,0,0,0.031132,0.73422,0.29456,0,0
0,0,0,0,0.024752,0.71998,0.313,0,0
0,0,0,0,0.019104,0.70434,0.33199,0,0
0,0,0,0,0.014187,0.6873,0.35155,0,0
0,0,0,0,0.010002,0.66888,0.37166,0,0
0,0,0,0,0.0065479,0.64905,0.39233,0,0
0,0,0,0,0.0038257,0.62784,0.41357,0,0
0,0,0,0,0.0018351,0.60523,0.43536,0,0
0,0,0,0,0.00057594,0.58122,0.45771,0,0
0,0,0,0,4.573e-05,0.55584,0.48062,1.11e-06,0
0,0,0,0,0,0.52974,0.5036,0.00010627,0
0,0,0,0,0,0.50415,0.52581,0.00050045,0
0,0,0,0,0,0.47919,0.54715,0.0012029,0
0,0,0,0,0,0.45486,0.56763,0.0022137,0
0,0,0,0,0,0.43117,0.58725,0.0035328,0
0,0,0,0,0,0.40811,0.606,0.0051603,0
0,0,0,0,0,0.38569,0.62389,0.007096,0
0,0,0,0,0,0.36389,0.64091,0.0093401,0
0,0,0,0,0,0.34274,0.65706,0.011892,0
0,0,0,0,0,0.32221,0.67236,0.014753,0
0,0,0,0,0,0.30232,0.68678,0.017922,0
0,0,0,0,0,0.28306,0.70035,0.021399,0
0,0,0,0,0,0.26444,0.71304,0.025185,0
0,0,0,0,0,0.24645,0.72487,0.029279,0
0,0,0,0,0,0.2291,0.73584,0.033681,0
0,0,0,0,0,0.21237,0.74595,0.038392,0
0,0,0,0,0,0.19629,0.75518,0.04341,0
0,0,0,0,0,0.18083,0.76356,0.048738,0
0,0,0,0,0,0.16601,0.77107,0.054373,0
0,0,0,0,0,0.15182,0.77771,0.060317,0
0,0,0,0,0,0.13827,0.78349,0.066569,0
0,0,0,0,0,0.12535,0.7884,0.073129,0
0,0,0,0,0,0.11306,0.79245,0.079998,0
0,0,0,0,0,0.10141,0.79564,0.087175,0
0,0,0,0,0,0.090394,0.79796,0.094661,0
0,0,0,0,0,0.080009,0.79941,0.10245,0
0,0,0,0,0,0.070257,0.8,0.11056,0
0,0,0,0,0,0.06114,0.79973,0.11897,0
0,0,0,0,0,0.052656,0.79859,0.12769,0
0,0,0,0,0,0.044806,0.79658,0.13671,0
0,0,0,0,0,0.037589,0.79371,0.14605,0
0,0,0,0,0,0.031006,0.78998,0.15569,0
0,0,0,0,0,0.025057,0.78538,0.16564,0
0,0,0,0,0,0.019742,0.77992,0.1759,0
0,0,0,0,0,0.01506,0.77359,0.18647,0
0,0,0,0,0,0.011012,0.76639,0.19735,0
0,0,0,0,0,0.0075972,0.75834,0.20853,0
0,0,0,0,0,0.0048164,0.74941,0.22003,0
0,0,0,0,0,0.0026694,0.73963,0.23183,0
