1,0.606531,0.135335,0.011109,0.000335463,3.72665e-06,1.523e-08,2.28973e-11,1.26642e-14,2.57676e-18,1.92875e-22,5.31109e-27,
0.606531,1,0.606531,0.135335,0.011109,0.000335463,3.72665e-06,1.523e-08,2.28973e-11,1.26642e-14,2.57676e-18,1.92875e-22,
0.135335,0.606531,1,0.606531,0.135335,0.011109,0.000335463,3.72665e-06,1.523e-08,2.28973e-11,1.26642e-14,2.57676e-18,
0.011109,0.135335,0.606531,1,0.606531,0.135335,0.011109,0.000335463,3.72665e-06,1.523e-08,2.28973e-11,1.26642e-14,
0.000335463,0.011109,0.135335,0.606531,1,0.606531,0.135335,0.011109,0.000335463,3.72665e-06,1.523e-08,2.28973e-11,
3.72665e-06,0.000335463,0.011109,0.135335,0.606531,1,0.606531,0.135335,0.011109,0.000335463,3.72665e-06,1.523e-08,
1.523e-08,3.72665e-06,0.000335463,0.011109,0.135335,0.606531,1,0.606531,0.135335,0.011109,0.000335463,3.72665e-06,
2.28973e-11,1.523e-08,3.72665e-06,0.000335463,0.011109,0.135335,0.606531,1,0.606531,0.135335,0.011109,0.000335463,
1.26642e-14,2.28973e-11,1.523e-08,3.72665e-06,0.000335463,0.011109,0.135335,0.606531,1,0.606531,0.135335,0.011109,
2.57676e-18,1.26642e-14,2.28973e-11,1.523e-08,3.72665e-06,0.000335463,0.011109,0.135335,0.606531,1,0.606531,0.135335,
1.92875e-22,2.57676e-18,1.26642e-14,2.28973e-11,1.523e-08,3.72665e-06,0.000335463,0.011109,0.135335,0.606531,1,0.606531,
5.31109e-27,1.92875e-22,2.57676e-18,1.26642e-14,2.28973e-11,1.523e-08,3.72665e-06,0.000335463,0.011109,0.135335,0.606531,1,
