1,0.846482,0.513417,0.22313,0.0694834,0.0155039,0.00247875,0.000283963,2.33091e-05,1.37096e-06,5.77775e-08,1.74473e-09,
0.846482,1,0.846482,0.513417,0.22313,0.0694834,0.0155039,0.00247875,0.000283963,2.33091e-05,1.37096e-06,5.77775e-08,
0.513417,0.846482,1,0.846482,0.513417,0.22313,0.0694834,0.0155039,0.00247875,0.000283963,2.33091e-05,1.37096e-06,
0.22313,0.513417,0.846482,1,0.846482,0.513417,0.22313,0.0694834,0.0155039,0.00247875,0.000283963,2.33091e-05,
0.0694834,0.22313,0.513417,0.846482,1,0.846482,0.513417,0.22313,0.0694834,0.0155039,0.00247875,0.000283963,
0.0155039,0.0694834,0.22313,0.513417,0.846482,1,0.846482,0.513417,0.22313,0.0694834,0.0155039,0.00247875,
0.00247875,0.0155039,0.0694834,0.22313,0.513417,0.846482,1,0.846482,0.513417,0.22313,0.0694834,0.0155039,
0.000283963,0.00247875,0.0155039,0.0694834,0.22313,0.513417,0.846482,1,0.846482,0.513417,0.22313,0.0694834,
2.33091e-05,0.000283963,0.00247875,0.0155039,0.0694834,0.22313,0.513417,0.846482,1,0.846482,0.513417,0.22313,
1.37096e-06,2.33091e-05,0.000283963,0.00247875,0.0155039,0.0694834,0.22313,0.513417,0.846482,1,0.846482,0.513417,
5.77775e-08,1.37096e-06,2.33091e-05,0.000283963,0.00247875,0.0155039,0.0694834,0.22313,0.513417,0.846482,1,0.846482,
1.74473e-09,5.77775e-08,1.37096e-06,2.33091e-05,0.000283963,0.00247875,0.0155039,0.0694834,0.22313,0.513417,0.846482,1,
